reaction_id,reactants_smiles,products_smiles,reaction_smiles,conditions,source_file
ord-822f9545d2954337a3563b98247b8f3b,CC(C)(C)[O-].[Na+].CC1=CC=CC=C1.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].C1=C(C=NC=C1Br)Br.C1COCCN1,C1COCCN1C2=CC(=CN=C2)Br,CC(C)(C)[O-].[Na+].CC1=CC=CC=C1.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].C1=C(C=NC=C1Br)Br.C1COCCN1>>C1COCCN1C2=CC(=CN=C2)Br,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-3d99515de30641289be85a9d48e7a43a,CC(C)(C)[O-].[Na+].CC1=CC=CC=C1.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].C1=C(C=NC=C1Br)Br.CNCCOC,CN(CCOC)C1=CC(=CN=C1)Br,CC(C)(C)[O-].[Na+].CC1=CC=CC=C1.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].C1=C(C=NC=C1Br)Br.CNCCOC>>CN(CCOC)C1=CC(=CN=C1)Br,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-370d0a5fbe29487785ea2b57f66774a2,C(=O)([O-])[O-].[Cs+].[Cs+].CN1CCCC1=O.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].COC1=CC(=NC=C1)Cl.C1=CC(=CC=C1N)S(=O)(=O)N,COC1=CC(=NC=C1)NC2=CC=C(C=C2)S(=O)(=O)N,C(=O)([O-])[O-].[Cs+].[Cs+].CN1CCCC1=O.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].COC1=CC(=NC=C1)Cl.C1=CC(=CC=C1N)S(=O)(=O)N>>COC1=CC(=NC=C1)NC2=CC=C(C=C2)S(=O)(=O)N,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-2f18202487aa4ad2b8bb581b02b238ef,C(=O)([O-])[O-].[Cs+].[Cs+].CC(=O)N(C)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].C1=CC=C(C=C1)Br.C1=CC(=CC=C1N)S(=O)(=O)N,C1=CC=C(C=C1)NC2=CC=C(C=C2)S(=O)(=O)N,C(=O)([O-])[O-].[Cs+].[Cs+].CC(=O)N(C)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].C1=CC=C(C=C1)Br.C1=CC(=CC=C1N)S(=O)(=O)N>>C1=CC=C(C=C1)NC2=CC=C(C=C2)S(=O)(=O)N,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-22a60e15dfdd4a64952f48510c12252f,C(=O)([O-])[O-].[Cs+].[Cs+].C1COCCO1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].COC1=CC(=CC=C1)Br.CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4,CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3C4=CC(=CC=C4)OC)OC(=CC2=O)N5CCOCC5,C(=O)([O-])[O-].[Cs+].[Cs+].C1COCCO1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].COC1=CC(=CC=C1)Br.CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4>>CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3C4=CC(=CC=C4)OC)OC(=CC2=O)N5CCOCC5,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-2c85deae4d144af0a18fb548e5e9eabd,C(=O)([O-])[O-].[Cs+].[Cs+].CC1=CC=CC=C1.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].C1=CC=C(C(=C1)[N+](=O)[O-])Br.C1=CC=C(C=C1)N,C1=CC=C(C=C1)NC2=CC=CC=C2[N+](=O)[O-],C(=O)([O-])[O-].[Cs+].[Cs+].CC1=CC=CC=C1.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].C1=CC=C(C(=C1)[N+](=O)[O-])Br.C1=CC=C(C=C1)N>>C1=CC=C(C=C1)NC2=CC=CC=C2[N+](=O)[O-],,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-d9ed07514588414a96d99512916e6b2b,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4.CC(=O)O.CC(=O)O.[Pd].CC1=CSC(=N1)C2CN(CC3=C(O2)N=C(C=C3)Cl)C.CC1=CN(C=N1)C2=C(N=C(C=C2)N)OC,CC1=CN(C=N1)C2=C(N=C(C=C2)NC3=NC4=C(CN(CC(O4)C5=NC(=CS5)C)C)C=C3)OC,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4.CC(=O)O.CC(=O)O.[Pd].CC1=CSC(=N1)C2CN(CC3=C(O2)N=C(C=C3)Cl)C.CC1=CN(C=N1)C2=C(N=C(C=C2)N)OC>>CC1=CN(C=N1)C2=C(N=C(C=C2)NC3=NC4=C(CN(CC(O4)C5=NC(=CS5)C)C)C=C3)OC,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-53ade929d04044c58b3188ce55627881,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4.CC(=O)O.CC(=O)O.[Pd].CC1=CSC(=N1)C2CN(CC3=C(O2)N=C(C=C3)Cl)C.CC1=CN(C=N1)C2=C(N=C(C=C2)N)OC,CC1=CN(C=N1)C2=C(N=C(C=C2)NC3=NC4=C(CN(CC(O4)C5=NC(=CS5)C)C)C=C3)OC,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4.CC(=O)O.CC(=O)O.[Pd].CC1=CSC(=N1)C2CN(CC3=C(O2)N=C(C=C3)Cl)C.CC1=CN(C=N1)C2=C(N=C(C=C2)N)OC>>CC1=CN(C=N1)C2=C(N=C(C=C2)NC3=NC4=C(CN(CC(O4)C5=NC(=CS5)C)C)C=C3)OC,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-b45fc3e4fad4439cafccda47ed5c0991,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.CC(=O)O.CC(=O)O.[Pd].COC(=O)C1=C(C=CC(=C1)Br)I.C1COCCN1,COC(=O)C1=C(C=CC(=C1)Br)N2CCOCC2,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.CC(=O)O.CC(=O)O.[Pd].COC(=O)C1=C(C=CC(=C1)Br)I.C1COCCN1>>COC(=O)C1=C(C=CC(=C1)Br)N2CCOCC2,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-41816b2f53f7429c8faade84ae4a9bb3,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.CC(=O)O.CC(=O)O.[Pd].COC(=O)C1=CC(=C(C=C1)I)Br.C1COCCN1,COC(=O)C1=CC(=C(C=C1)N2CCOCC2)Br,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.CC(=O)O.CC(=O)O.[Pd].COC(=O)C1=CC(=C(C=C1)I)Br.C1COCCN1>>COC(=O)C1=CC(=C(C=C1)N2CCOCC2)Br,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-b29ef8d1a159427bbf8a6af5f4e4397e,C(=O)([O-])[O-].[Cs+].[Cs+].C1COCCO1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].C1=CC(=CC(=C1)Br)F.CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4,CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3C4=CC(=CC=C4)F)OC(=CC2=O)N5CCOCC5,C(=O)([O-])[O-].[Cs+].[Cs+].C1COCCO1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].C1=CC(=CC(=C1)Br)F.CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4>>CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3C4=CC(=CC=C4)F)OC(=CC2=O)N5CCOCC5,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-2b09b0edd9af4f8e80b89621d51beb35,CCC(C)(C)[O-].[Na+].C1COCCO1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].CN1C[C@H](OC2=C(C1)C=CC(=N2)Cl)C3=CC=CC=C3.CN1C=C(C=CC1=O)C2=C(N=C(C=C2)N)OC,CN1C[C@H](OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(C(=O)C=C4)C)OC)C5=CC=CC=C5,CCC(C)(C)[O-].[Na+].C1COCCO1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].CN1C[C@H](OC2=C(C1)C=CC(=N2)Cl)C3=CC=CC=C3.CN1C=C(C=CC1=O)C2=C(N=C(C=C2)N)OC>>CN1C[C@H](OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(C(=O)C=C4)C)OC)C5=CC=CC=C5,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-18a40927a9754d74b579f5f2e9251be2,CC(C)(C)[O-].[Na+].CC1=CC=CC=C1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].CC1=C(N=CN=C1Cl)N2C=NC3=CC=CC=C32.CN(C)CCOC1=CN=C(C=C1)N,CC1=C(N=CN=C1N2C=NC3=CC=CC=C32)NC4=NC=C(C=C4)OCCN(C)C,CC(C)(C)[O-].[Na+].CC1=CC=CC=C1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].CC1=C(N=CN=C1Cl)N2C=NC3=CC=CC=C32.CN(C)CCOC1=CN=C(C=C1)N>>CC1=C(N=CN=C1N2C=NC3=CC=CC=C32)NC4=NC=C(C=C4)OCCN(C)C,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-41f70b81482a4604b6fa5a5e06a3c5e0,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.CC(C)(C)P(C(C)(C)C)C(C)(C)C.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F.CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC,CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.CC(C)(C)P(C(C)(C)C)C(C)(C)C.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F.CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC>>CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-2bf6474a05bf4e7793ad68ef44642c0b,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.CC(C)(C)P(C(C)(C)C)C(C)(C)C.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F.CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC,CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.CC(C)(C)P(C(C)(C)C)C(C)(C)C.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F.CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC>>CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-f5f1be85a079463c9088e7a774cb07f5,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4.CC(=O)O.CC(=O)O.[Pd].CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F.CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC,CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4.CC(=O)O.CC(=O)O.[Pd].CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F.CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC>>CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-1b74a22b0fac45709f44bd49ada94b7f,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4.CC(=O)O.CC(=O)O.[Pd].CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F.CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC,CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4.CC(=O)O.CC(=O)O.[Pd].CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F.CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC>>CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-127ed8ac0e574ba4a6f68accaf8c96d2,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4.CC(=O)O.CC(=O)O.[Pd].CC1C(OC2=C(CN1C)C=CC(=N2)Cl)C3=NC(=CS3)C.CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC,CC1C(OC2=C(CN1C)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)C5=NC(=CS5)C,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4.CC(=O)O.CC(=O)O.[Pd].CC1C(OC2=C(CN1C)C=CC(=N2)Cl)C3=NC(=CS3)C.CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC>>CC1C(OC2=C(CN1C)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)C5=NC(=CS5)C,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-f5b45295d816488bbc3b0ba43fcc57fb,C(=O)([O-])[O-].[Cs+].[Cs+].C1COCCO1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].C1=CC(=CC(=C1)Br)F.COC(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4,COC(=O)C1=CC2=C(C(=C1)C3CCCN3C4=CC(=CC=C4)F)OC(=CC2=O)N5CCOCC5,C(=O)([O-])[O-].[Cs+].[Cs+].C1COCCO1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].C1=CC(=CC(=C1)Br)F.COC(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4>>COC(=O)C1=CC2=C(C(=C1)C3CCCN3C4=CC(=CC=C4)F)OC(=CC2=O)N5CCOCC5,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-bb0e774de3f94be78f90a0c79c7e9a7e,C(=O)([O-])[O-].[Cs+].[Cs+].CC1=CC=CC=C1.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.CC(=O)O.CC(=O)O.[Pd].COC1=C(C=C(C(=C1)Cl)C(=O)OC)Br.C1COCCN1,COC1=C(C=C(C(=C1)Cl)C(=O)OC)N2CCOCC2,C(=O)([O-])[O-].[Cs+].[Cs+].CC1=CC=CC=C1.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.CC(=O)O.CC(=O)O.[Pd].COC1=C(C=C(C(=C1)Cl)C(=O)OC)Br.C1COCCN1>>COC1=C(C=C(C(=C1)Cl)C(=O)OC)N2CCOCC2,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-ae9e42c4adac4ee7b754752b65453944,C(=O)([O-])[O-].[Cs+].[Cs+].CC1=CC=CC=C1.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.CC(=O)O.CC(=O)O.[Pd].COC1=C(C=C(C(=C1)Cl)C(=O)OC)Br.C1COCCN1,COC1=C(C=C(C(=C1)Cl)C(=O)OC)N2CCOCC2,C(=O)([O-])[O-].[Cs+].[Cs+].CC1=CC=CC=C1.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.CC(=O)O.CC(=O)O.[Pd].COC1=C(C=C(C(=C1)Cl)C(=O)OC)Br.C1COCCN1>>COC1=C(C=C(C(=C1)Cl)C(=O)OC)N2CCOCC2,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-2610125450c14ea7bf8065e49fb7bdae,C(=O)([O-])[O-].[Cs+].[Cs+].CC1=CC=CC=C1.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.CC(=O)O.CC(=O)O.[Pd].COC1=C(C=C(C(=C1)Cl)C(=O)OC)Br.C1COCCN1,COC1=C(C=C(C(=C1)Cl)C(=O)OC)N2CCOCC2,C(=O)([O-])[O-].[Cs+].[Cs+].CC1=CC=CC=C1.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.CC(=O)O.CC(=O)O.[Pd].COC1=C(C=C(C(=C1)Cl)C(=O)OC)Br.C1COCCN1>>COC1=C(C=C(C(=C1)Cl)C(=O)OC)N2CCOCC2,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-75e934c9ac8c4736a342c35dfcb5f15c,C(=O)([O-])[O-].[Cs+].[Cs+].C1COCCO1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].COC1=C(C=C(C=C1)[N+](=O)[O-])Br.C1=CC2=C(C=NN2C=C1)C3=NC(=NC=C3Cl)N,COC1=C(C=C(C=C1)[N+](=O)[O-])NC2=NC=C(C(=N2)C3=C4C=CC=CN4N=C3)Cl,C(=O)([O-])[O-].[Cs+].[Cs+].C1COCCO1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].COC1=C(C=C(C=C1)[N+](=O)[O-])Br.C1=CC2=C(C=NN2C=C1)C3=NC(=NC=C3Cl)N>>COC1=C(C=C(C=C1)[N+](=O)[O-])NC2=NC=C(C(=N2)C3=C4C=CC=CN4N=C3)Cl,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
